"","location","date","stringency_index"
"774","Romania","2022-04-09","11.11"
"775","Romania","2022-04-10","11.11"
"776","Romania","2022-04-11","11.11"
"777","Romania","2022-04-12","11.11"
"778","Romania","2022-04-13","11.11"
"779","Romania","2022-04-14","11.11"
"780","Romania","2022-04-15","11.11"
"781","Romania","2022-04-16","11.11"
"782","Romania","2022-04-17","11.11"
"783","Romania","2022-04-18","11.11"
"784","Romania","2022-04-19",""
"785","Romania","2022-04-20",""
"786","Romania","2022-04-21",""
"787","Romania","2022-04-22",""
"788","Romania","2022-04-23",""
"789","Romania","2022-04-24",""
"790","Romania","2022-04-25",""
"791","Romania","2022-04-26",""
"792","Romania","2022-04-27",""
"793","Romania","2022-04-28",""
"794","Romania","2022-04-29",""
"795","Romania","2022-04-30",""
"796","Romania","2022-05-01",""
"797","Romania","2022-05-02",""
